date,atm_id,location_type,net_cash_out,num_withdrawals,is_holiday,replenishment,start_balance,end_of_day_balance,stockout
2022-06-06,ATM003,corporate_park,701000,219,0,1757000,2349500,1648600,0
2022-06-06,ATM004,rural_branch,389500,122,0,0,770700,381200,0
2022-06-06,ATM005,transit_hub,1027700,321,0,2774000,3680500,2652800,0
2022-06-07,ATM001,metro_retail,831300,260,0,0,1275200,443800,0
2022-06-07,ATM002,urban_residential,489400,153,0,0,746700,257300,0
2022-06-07,ATM003,corporate_park,619900,194,0,0,1648600,1028700,0
2022-06-07,ATM004,rural_branch,376400,118,0,889000,1270200,893800,0
2022-06-07,ATM005,transit_hub,870100,272,0,0,2652800,1782700,0
2022-06-08,ATM001,metro_retail,774900,242,0,3096000,3539800,2764900,0
2022-06-08,ATM002,urban_residential,470900,147,0,1773000,2030300,1559300,0
2022-06-08,ATM003,corporate_park,406200,127,0,0,1028700,622500,0
2022-06-08,ATM004,rural_branch,238300,74,0,0,893800,655600,0
2022-06-08,ATM005,transit_hub,815800,255,0,0,1782700,966900,0
2022-06-09,ATM001,metro_retail,908500,284,0,0,2764900,1856400,0
2022-06-09,ATM002,urban_residential,437100,137,0,0,1559300,1122300,0
2022-06-09,ATM003,corporate_park,531800,166,0,1727000,2349500,1817700,0
2022-06-09,ATM004,rural_branch,340500,106,0,0,655600,315100,0
2022-06-09,ATM005,transit_hub,825100,258,0,2713000,3679900,2854800,0
2022-06-10,ATM001,metro_retail,1094000,342,0,0,1856400,762400,0
2022-06-10,ATM002,urban_residential,672700,210,0,0,1122300,449500,0
2022-06-10,ATM003,corporate_park,741600,232,0,0,1817700,1076100,0
2022-06-10,ATM004,rural_branch,489900,153,0,955000,1270100,780200,0
2022-06-10,ATM005,transit_hub,1165800,364,0,0,2854800,1689000,0
2022-06-11,ATM001,metro_retail,1767300,552,0,2778000,3540400,1773100,0
2022-06-11,ATM002,urban_residential,842800,263,0,1580000,2029500,1186700,0
2022-06-11,ATM003,corporate_park,852800,267,0,0,1076100,223200,0
2022-06-11,ATM004,rural_branch,649300,203,0,0,780200,130900,0
2022-06-11,ATM005,transit_hub,1423000,445,0,0,1689000,266000,0
2022-06-12,ATM001,metro_retail,1428700,446,0,0,1773100,344400,0
2022-06-12,ATM002,urban_residential,727100,227,0,0,1186700,459600,0
2022-06-12,ATM003,corporate_park,698800,218,0,2127000,2350200,1651500,0
2022-06-12,ATM004,rural_branch,540400,169,0,1139000,1269900,729500,0
2022-06-12,ATM005,transit_hub,1312200,410,0,3414000,3680000,2367800,0
2022-06-13,ATM001,metro_retail,935800,292,0,3196000,3540400,2604600,0
2022-06-13,ATM002,urban_residential,565700,177,0,1570000,2029600,1463900,0
2022-06-13,ATM003,corporate_park,641900,201,0,0,1651500,1009500,0
2022-06-13,ATM004,rural_branch,350700,110,0,0,729500,378800,0
2022-06-13,ATM005,transit_hub,938700,293,0,0,2367800,1429100,0
2022-06-14,ATM001,metro_retail,734400,230,0,0,2604600,1870200,0
2022-06-14,ATM002,urban_residential,379900,119,0,0,1463900,1084000,0
2022-06-14,ATM003,corporate_park,490100,153,0,0,1009500,519400,0
2022-06-14,ATM004,rural_branch,276300,86,0,891000,1269800,993500,0
2022-06-14,ATM005,transit_hub,772000,241,0,0,1429100,657100,0
2022-06-15,ATM001,metro_retail,840900,263,0,0,1870200,1029300,0
2022-06-15,ATM002,urban_residential,481700,151,0,0,1084000,602300,0
2022-06-15,ATM003,corporate_park,489500,153,0,1831000,2350400,1860900,0
2022-06-15,ATM004,rural_branch,334600,105,0,0,993500,658900,0
2022-06-15,ATM005,transit_hub,921700,288,0,3023000,3680100,2758300,0
2022-06-16,ATM001,metro_retail,801100,250,0,2511000,3540300,2739200,0
2022-06-16,ATM002,urban_residential,430200,134,0,1428000,2030300,1600000,0
2022-06-16,ATM003,corporate_park,523200,163,0,0,1860900,1337800,0
2022-06-16,ATM004,rural_branch,298400,93,0,0,658900,360500,0
2022-06-16,ATM005,transit_hub,878900,275,0,0,2758300,1879400,0
2022-06-17,ATM001,metro_retail,1180300,369,0,0,2739200,1558800,0
2022-06-17,ATM002,urban_residential,601500,188,0,0,1600000,998500,0
2022-06-17,ATM003,corporate_park,720000,225,0,0,1337800,617800,0
2022-06-17,ATM004,rural_branch,431900,135,0,909000,1269500,837700,0
2022-06-17,ATM005,transit_hub,1193900,373,0,0,1879400,685500,0
2022-06-18,ATM001,metro_retail,1343900,420,0,0,1558800,214900,0
2022-06-18,ATM002,urban_residential,746700,233,0,0,998500,251800,0
2022-06-18,ATM003,corporate_park,941000,294,0,1732000,2349800,1408800,0
2022-06-18,ATM004,rural_branch,495500,155,0,0,837700,342200,0
2022-06-18,ATM005,transit_hub,1556200,486,0,2995000,3680500,2124300,0
2022-06-19,ATM001,metro_retail,1284600,401,0,3325000,3539900,2255400,0
2022-06-19,ATM002,urban_residential,715200,223,0,1778000,2029800,1314600,0
2022-06-19,ATM003,corporate_park,932600,291,0,0,1408800,476200,0
2022-06-19,ATM004,rural_branch,443400,139,0,928000,1270200,826800,0
2022-06-19,ATM005,transit_hub,1458500,456,0,0,2124300,665800,0
2022-06-20,ATM001,metro_retail,1124600,351,0,0,2255400,1130800,0
2022-06-20,ATM002,urban_residential,487700,152,0,0,1314600,827000,0
2022-06-20,ATM003,corporate_park,644400,201,0,1874000,2350200,1705800,0
2022-06-20,ATM004,rural_branch,393000,123,0,0,826800,433800,0
2022-06-20,ATM005,transit_hub,983400,307,0,3014000,3679800,2696300,0
2022-06-21,ATM001,metro_retail,748600,234,0,2409000,3539800,2791200,0
2022-06-21,ATM002,urban_residential,467000,146,0,0,827000,359900,0
2022-06-21,ATM003,corporate_park,605600,189,0,0,1705800,1100200,0
2022-06-21,ATM004,rural_branch,279900,87,0,836000,1269800,989900,0
2022-06-21,ATM005,transit_hub,844100,264,0,0,2696300,1852200,0
2022-06-22,ATM001,metro_retail,766000,239,0,0,2791200,2025100,0
2022-06-22,ATM002,urban_residential,429000,134,0,1670000,2029900,1600900,0
2022-06-22,ATM003,corporate_park,531600,166,0,0,1100200,568600,0
2022-06-22,ATM004,rural_branch,264300,83,0,0,989900,725600,0
2022-06-22,ATM005,transit_hub,758600,237,0,0,1852200,1093600,0
2022-06-23,ATM001,metro_retail,780500,244,0,0,2025100,1244700,0
2022-06-23,ATM002,urban_residential,400300,125,0,0,1600900,1200600,0
2022-06-23,ATM003,corporate_park,578200,181,0,1781000,2349600,1771500,0
2022-06-23,ATM004,rural_branch,311100,97,0,0,725600,414500,0
2022-06-23,ATM005,transit_hub,887400,277,0,2586000,3679600,2792200,0
2022-06-24,ATM001,metro_retail,1244700,389,0,0,1244700,0,1
2022-06-24,ATM002,urban_residential,613000,192,0,0,1200600,587600,0
2022-06-24,ATM003,corporate_park,696300,218,0,0,1771500,1075200,0
2022-06-24,ATM004,rural_branch,454700,142,0,856000,1270500,815700,0
2022-06-24,ATM005,transit_hub,1195600,374,0,0,2792200,1596600,0
2022-06-25,ATM001,metro_retail,1550100,484,0,3540000,3540000,1989900,0
2022-06-25,ATM002,urban_residential,899200,281,0,1442000,2029600,1130400,0
2022-06-25,ATM003,corporate_park,915500,286,0,0,1075200,159600,0
2022-06-25,ATM004,rural_branch,562100,176,0,0,815700,253600,0
2022-06-25,ATM005,transit_hub,1518600,475,0,0,1596600,78000,0
2022-06-26,ATM001,metro_retail,1465200,458,0,0,1989900,524700,0
2022-06-26,ATM002,urban_residential,708200,221,0,0,1130400,422200,0
2022-06-26,ATM003,corporate_park,745300,233,0,2190000,2349600,1604300,0
2022-06-26,ATM004,rural_branch,509100,159,0,1016000,1269600,760600,0
2022-06-26,ATM005,transit_hub,1392900,435,0,3602000,3680000,2287000,0
2022-06-27,ATM001,metro_retail,1023300,320,0,3015000,3539700,2516500,0
2022-06-27,ATM002,urban_residential,545800,171,0,1608000,2030200,1484400,0
2022-06-27,ATM003,corporate_park,671200,210,0,0,1604300,933100,0
2022-06-27,ATM004,rural_branch,383600,120,0,0,760600,377000,0
2022-06-27,ATM005,transit_hub,1027300,321,0,0,2287000,1259700,0
2022-06-28,ATM001,metro_retail,1019100,318,0,0,2516500,1497400,0
2022-06-28,ATM002,urban_residential,557200,174,0,0,1484400,927200,0
2022-06-28,ATM003,corporate_park,661000,207,0,0,933100,272100,0
2022-06-28,ATM004,rural_branch,370900,116,0,893000,1270000,899000,0
2022-06-28,ATM005,transit_hub,962300,301,0,2420000,3679700,2717400,0
2022-06-29,ATM001,metro_retail,1047700,327,0,0,1497400,449700,0
2022-06-29,ATM002,urban_residential,562600,176,0,0,927200,364600,0
2022-06-29,ATM003,corporate_park,643200,201,0,2078000,2350100,1706800,0
2022-06-29,ATM004,rural_branch,370900,116,0,0,899000,528200,0
2022-06-29,ATM005,transit_hub,1005900,314,0,0,2717400,1711600,0
2022-06-30,ATM001,metro_retail,1077700,337,0,3090000,3539700,2462000,0
2022-06-30,ATM002,urban_residential,520200,163,0,1665000,2029600,1509400,0
2022-06-30,ATM003,corporate_park,708400,221,0,0,1706800,998500,0
2022-06-30,ATM004,rural_branch,377800,118,0,0,528200,150400,0
2022-06-30,ATM005,transit_hub,1021600,319,0,0,1711600,690000,0
2022-07-01,ATM001,metro_retail,1608900,503,0,0,2462000,853100,0
2022-07-01,ATM002,urban_residential,929600,290,0,0,1509400,579800,0
2022-07-01,ATM003,corporate_park,998500,312,0,0,998500,0,1
2022-07-01,ATM004,rural_branch,609500,190,0,1120000,1270400,660900,0
2022-07-01,ATM005,transit_hub,1777200,555,0,2990000,3680000,1902800,0
2022-07-02,ATM001,metro_retail,2162800,676,0,2687000,3540100,1377200,0
2022-07-02,ATM002,urban_residential,1108400,346,0,1450000,2029800,921500,0
2022-07-02,ATM003,corporate_park,1229600,384,0,2350000,2350000,1120400,0
2022-07-02,ATM004,rural_branch,649300,203,0,0,660900,11600,0
2022-07-02,ATM005,transit_hub,1902800,595,0,0,1902800,0,1
2022-07-03,ATM001,metro_retail,1377200,430,0,0,1377200,0,1
2022-07-03,ATM002,urban_residential,921500,288,0,0,921500,0,1
2022-07-03,ATM003,corporate_park,927700,290,0,0,1120400,192700,0
2022-07-03,ATM004,rural_branch,557500,174,0,1258000,1269600,712100,0
2022-07-03,ATM005,transit_hub,1536500,480,0,3680000,3680000,2143500,0
2022-07-04,ATM001,metro_retail,1022200,319,0,3540000,3540000,2517800,0
2022-07-04,ATM002,urban_residential,548900,172,0,2030000,2030000,1481100,0
2022-07-04,ATM003,corporate_park,621700,194,0,2157000,2349700,1728000,0
2022-07-04,ATM004,rural_branch,338200,106,0,0,712100,373900,0
2022-07-04,ATM005,transit_hub,1115000,348,0,0,2143500,1028500,0
2022-07-05,ATM001,metro_retail,821000,257,0,0,2517800,1696800,0
2022-07-05,ATM002,urban_residential,426400,133,0,0,1481100,1054700,0
2022-07-05,ATM003,corporate_park,545900,171,0,0,1728000,1182100,0
2022-07-05,ATM004,rural_branch,281600,88,0,896000,1269900,988200,0
2022-07-05,ATM005,transit_hub,843200,263,0,2651000,3679500,2836300,0
2022-07-06,ATM001,metro_retail,757300,237,0,0,1696800,939600,0
2022-07-06,ATM002,urban_residential,468400,146,0,0,1054700,586300,0
2022-07-06,ATM003,corporate_park,468800,147,0,0,1182100,713200,0
2022-07-06,ATM004,rural_branch,320300,100,0,0,988200,667900,0
2022-07-06,ATM005,transit_hub,793300,248,0,0,2836300,2043000,0
2022-07-07,ATM001,metro_retail,965500,302,0,2600000,3539600,2574100,0
2022-07-07,ATM002,urban_residential,490800,153,0,1444000,2030300,1539500,0
2022-07-07,ATM003,corporate_park,580500,181,0,1637000,2350200,1769800,0
2022-07-07,ATM004,rural_branch,349600,109,0,0,667900,318400,0
2022-07-07,ATM005,transit_hub,934600,292,0,0,2043000,1108500,0
2022-07-08,ATM001,metro_retail,1336400,418,0,0,2574100,1237700,0
2022-07-08,ATM002,urban_residential,655200,205,0,0,1539500,884300,0
2022-07-08,ATM003,corporate_park,804800,251,0,0,1769800,965000,0
2022-07-08,ATM004,rural_branch,449400,140,0,952000,1270400,820900,0
2022-07-08,ATM005,transit_hub,1304700,408,0,2572000,3680500,2375800,0
2022-07-09,ATM001,metro_retail,1474200,461,0,2302000,3539700,2065500,0
2022-07-09,ATM002,urban_residential,803800,251,0,0,884300,80500,0
2022-07-09,ATM003,corporate_park,965000,302,0,0,965000,0,1
2022-07-09,ATM004,rural_branch,526800,165,0,0,820900,294100,0
2022-07-09,ATM005,transit_hub,1555300,486,0,0,2375800,820400,0
2022-07-10,ATM001,metro_retail,1451400,454,0,0,2065500,614100,0
2022-07-10,ATM002,urban_residential,824700,258,0,1949000,2029500,1204800,0
2022-07-10,ATM003,corporate_park,709800,222,0,2350000,2350000,1640200,0
2022-07-10,ATM004,rural_branch,516700,161,0,976000,1270100,753400,0
2022-07-10,ATM005,transit_hub,1389800,434,0,2860000,3680400,2290600,0
2022-07-11,ATM001,metro_retail,998800,312,0,2926000,3540100,2541400,0
2022-07-11,ATM002,urban_residential,533700,167,0,0,1204800,671100,0
2022-07-11,ATM003,corporate_park,642600,201,0,0,1640200,997700,0
2022-07-11,ATM004,rural_branch,452000,141,0,0,753400,301500,0
2022-07-11,ATM005,transit_hub,990000,309,0,0,2290600,1300600,0
2022-07-12,ATM001,metro_retail,767700,240,0,0,2541400,1773700,0
2022-07-12,ATM002,urban_residential,452300,141,0,1359000,2030100,1577800,0
2022-07-12,ATM003,corporate_park,473500,148,0,0,997700,524200,0
2022-07-12,ATM004,rural_branch,291000,91,0,969000,1270500,979400,0
2022-07-12,ATM005,transit_hub,854700,267,0,0,1300600,445900,0
2022-07-13,ATM001,metro_retail,904500,283,0,0,1773700,869300,0
2022-07-13,ATM002,urban_residential,473500,148,0,0,1577800,1104300,0
2022-07-13,ATM003,corporate_park,473700,148,0,1826000,2350200,1876400,0
2022-07-13,ATM004,rural_branch,263900,82,0,0,979400,715500,0
2022-07-13,ATM005,transit_hub,796800,249,0,3234000,3679900,2883200,0
2022-07-14,ATM001,metro_retail,864900,270,0,2671000,3540300,2675300,0
2022-07-14,ATM002,urban_residential,442000,138,0,0,1104300,662300,0
2022-07-14,ATM003,corporate_park,549800,172,0,0,1876400,1326600,0
2022-07-14,ATM004,rural_branch,283500,89,0,0,715500,432000,0
2022-07-14,ATM005,transit_hub,907500,284,0,0,2883200,1975700,0
2022-07-15,ATM001,metro_retail,1440000,450,0,0,2675300,1235300,0
2022-07-15,ATM002,urban_residential,708700,221,0,1368000,2030300,1321600,0
2022-07-15,ATM003,corporate_park,857600,268,0,0,1326600,469000,0
2022-07-15,ATM004,rural_branch,500800,156,0,838000,1270000,769200,0
2022-07-15,ATM005,transit_hub,1306600,408,0,0,1975700,669100,0
2022-07-16,ATM001,metro_retail,1657000,518,0,2305000,3540300,1883400,0
2022-07-16,ATM002,urban_residential,891100,278,0,0,1321600,430500,0
2022-07-16,ATM003,corporate_park,1093700,342,0,1881000,2350000,1256300,0
2022-07-16,ATM004,rural_branch,527800,165,0,0,769200,241400,0
2022-07-16,ATM005,transit_hub,1498100,468,0,3011000,3680100,2182000,0
2022-07-17,ATM001,metro_retail,1183900,370,0,0,1883400,699500,0
2022-07-17,ATM002,urban_residential,776600,243,0,1599000,2029500,1252900,0
2022-07-17,ATM003,corporate_park,775200,242,0,0,1256300,481000,0
2022-07-17,ATM004,rural_branch,540100,169,0,1029000,1270400,730400,0
2022-07-17,ATM005,transit_hub,1237900,387,0,0,2182000,944100,0
2022-07-18,ATM001,metro_retail,1022200,319,0,2841000,3540500,2518300,0
2022-07-18,ATM002,urban_residential,517100,162,0,0,1252900,735800,0
2022-07-18,ATM003,corporate_park,630600,197,0,1869000,2350000,1719400,0
2022-07-18,ATM004,rural_branch,345300,108,0,0,730400,385100,0
2022-07-18,ATM005,transit_hub,1067500,334,0,2736000,3680100,2612600,0
2022-07-19,ATM001,metro_retail,779900,244,0,0,2518300,1738400,0
2022-07-19,ATM002,urban_residential,446600,140,0,0,735800,289200,0
2022-07-19,ATM003,corporate_park,539600,169,0,0,1719400,1179800,0
2022-07-19,ATM004,rural_branch,249200,78,0,885000,1270100,1020900,0
2022-07-19,ATM005,transit_hub,788700,246,0,0,2612600,1823900,0
2022-07-20,ATM001,metro_retail,722400,226,0,0,1738400,1016000,0
2022-07-20,ATM002,urban_residential,409800,128,0,1741000,2030200,1620400,0
2022-07-20,ATM003,corporate_park,519400,162,0,0,1179800,660500,0
2022-07-20,ATM004,rural_branch,301100,94,0,0,1020900,719700,0
2022-07-20,ATM005,transit_hub,727200,227,0,0,1823900,1096700,0
2022-07-21,ATM001,metro_retail,771600,241,0,2524000,3540000,2768400,0
2022-07-21,ATM002,urban_residential,428900,134,0,0,1620400,1191400,0
2022-07-21,ATM003,corporate_park,484000,151,0,1690000,2350500,1866400,0
2022-07-21,ATM004,rural_branch,280400,88,0,0,719700,439300,0
2022-07-21,ATM005,transit_hub,963300,301,0,2583000,3679700,2716400,0
2022-07-22,ATM001,metro_retail,1214800,380,0,0,2768400,1553600,0
2022-07-22,ATM002,urban_residential,616200,193,0,0,1191400,575200,0
2022-07-22,ATM003,corporate_park,792600,248,0,0,1866400,1073800,0
2022-07-22,ATM004,rural_branch,471900,147,0,831000,1270300,798400,0
2022-07-22,ATM005,transit_hub,1319300,412,0,0,2716400,1397100,0
2022-07-23,ATM001,metro_retail,1553600,485,0,0,1553600,0,1
2022-07-23,ATM002,urban_residential,932000,291,0,1455000,2030200,1098200,0
2022-07-23,ATM003,corporate_park,1000300,313,0,0,1073800,73500,0
2022-07-23,ATM004,rural_branch,644300,201,0,0,798400,154000,0
2022-07-23,ATM005,transit_hub,1353500,423,0,0,1397100,43600,0
2022-07-24,ATM001,metro_retail,1342400,419,0,3540000,3540000,2197600,0
2022-07-24,ATM002,urban_residential,828600,259,0,0,1098200,269500,0
2022-07-24,ATM003,corporate_park,800500,250,0,2276000,2349500,1549000,0
2022-07-24,ATM004,rural_branch,474700,148,0,1116000,1270000,795300,0
2022-07-24,ATM005,transit_hub,1149700,359,0,3636000,3679600,2529800,0
2022-07-25,ATM001,metro_retail,997700,312,0,0,2197600,1199900,0
2022-07-25,ATM002,urban_residential,670400,209,0,1760000,2029500,1359200,0
2022-07-25,ATM003,corporate_park,631700,197,0,0,1549000,917200,0
2022-07-25,ATM004,rural_branch,390800,122,0,0,795300,404500,0
2022-07-25,ATM005,transit_hub,962000,301,0,0,2529800,1567800,0
2022-07-26,ATM001,metro_retail,768300,240,0,2340000,3539900,2771600,0
2022-07-26,ATM002,urban_residential,439700,137,0,0,1359200,919500,0
2022-07-26,ATM003,corporate_park,547600,171,0,0,917200,369600,0
2022-07-26,ATM004,rural_branch,338600,106,0,865000,1269500,931000,0
2022-07-26,ATM005,transit_hub,829400,259,0,0,1567800,738400,0
2022-07-27,ATM001,metro_retail,738900,231,0,0,2771600,2032700,0
2022-07-27,ATM002,urban_residential,413200,129,0,0,919500,506300,0
2022-07-27,ATM003,corporate_park,495200,155,0,1980000,2349600,1854400,0
2022-07-27,ATM004,rural_branch,274500,86,0,0,931000,656500,0
2022-07-27,ATM005,transit_hub,1000700,313,0,2942000,3680400,2679700,0
2022-07-28,ATM001,metro_retail,831100,260,0,0,2032700,1201600,0
2022-07-28,ATM002,urban_residential,422600,132,0,1524000,2030300,1607700,0
2022-07-28,ATM003,corporate_park,550900,172,0,0,1854400,1303400,0
2022-07-28,ATM004,rural_branch,375100,117,0,0,656500,281400,0
2022-07-28,ATM005,transit_hub,793800,248,0,0,2679700,1885900,0
2022-07-29,ATM001,metro_retail,1477300,462,0,2338000,3539600,2062300,0
2022-07-29,ATM002,urban_residential,939000,293,0,0,1607700,668700,0
2022-07-29,ATM003,corporate_park,907400,284,0,0,1303400,396000,0
2022-07-29,ATM004,rural_branch,559700,175,0,989000,1270400,710700,0
2022-07-29,ATM005,transit_hub,1542000,482,0,0,1885900,344000,0
2022-07-30,ATM001,metro_retail,2031600,635,0,0,2062300,30600,0
2022-07-30,ATM002,urban_residential,1000100,313,0,1361000,2029700,1029700,0
2022-07-30,ATM003,corporate_park,1049500,328,0,1954000,2350000,1300500,0
2022-07-30,ATM004,rural_branch,688600,215,0,0,710700,22100,0
2022-07-30,ATM005,transit_hub,2306100,721,0,3336000,3680000,1373900,0
2022-07-31,ATM001,metro_retail,1704600,533,0,3509000,3539600,1835000,0
2022-07-31,ATM002,urban_residential,943000,295,0,0,1029700,86700,0
2022-07-31,ATM003,corporate_park,1046500,327,0,0,1300500,254000,0
2022-07-31,ATM004,rural_branch,662300,207,0,1248000,1270100,607700,0
2022-07-31,ATM005,transit_hub,1373900,429,0,0,1373900,0,1
2022-08-01,ATM001,metro_retail,1398300,437,0,0,1835000,436800,0
2022-08-01,ATM002,urban_residential,779200,244,0,1943000,2029700,1250400,0
2022-08-01,ATM003,corporate_park,917400,287,0,2096000,2350000,1432600,0
2022-08-01,ATM004,rural_branch,568600,178,0,0,607700,39200,0
2022-08-01,ATM005,transit_hub,1724100,539,0,3680000,3680000,1955900,0
2022-08-02,ATM001,metro_retail,1074500,336,0,3103000,3539800,2465200,0
2022-08-02,ATM002,urban_residential,674200,211,0,0,1250400,576300,0
2022-08-02,ATM003,corporate_park,721700,226,0,0,1432600,710900,0
2022-08-02,ATM004,rural_branch,446200,139,0,1231000,1270200,824000,0
2022-08-02,ATM005,transit_hub,1192800,373,0,0,1955900,763000,0
2022-08-03,ATM001,metro_retail,937600,293,0,0,2465200,1527600,0
2022-08-03,ATM002,urban_residential,510700,160,0,1454000,2030300,1519600,0
2022-08-03,ATM003,corporate_park,556400,174,0,1639000,2349900,1793500,0
2022-08-03,ATM004,rural_branch,393400,123,0,0,824000,430700,0
2022-08-03,ATM005,transit_hub,1008200,315,0,2917000,3680000,2671800,0
2022-08-04,ATM001,metro_retail,860200,269,0,0,1527600,667400,0
2022-08-04,ATM002,urban_residential,489000,153,0,0,1519600,1030600,0
2022-08-04,ATM003,corporate_park,563000,176,0,0,1793500,1230600,0
2022-08-04,ATM004,rural_branch,332200,104,0,839000,1269700,937400,0
2022-08-04,ATM005,transit_hub,937200,293,0,0,2671800,1734500,0
2022-08-05,ATM001,metro_retail,1248100,390,0,2873000,3540400,2292300,0
2022-08-05,ATM002,urban_residential,708200,221,0,0,1030600,322400,0
2022-08-05,ATM003,corporate_park,774000,242,0,0,1230600,456600,0
2022-08-05,ATM004,rural_branch,475900,149,0,0,937400,461500,0
2022-08-05,ATM005,transit_hub,1312600,410,0,0,1734500,422000,0
2022-08-06,ATM001,metro_retail,1601100,500,0,0,2292300,691200,0
2022-08-06,ATM002,urban_residential,847600,265,0,1708000,2030400,1182800,0
2022-08-06,ATM003,corporate_park,882400,276,0,1893000,2349600,1467200,0
2022-08-06,ATM004,rural_branch,461500,144,0,0,461500,0,1
2022-08-06,ATM005,transit_hub,1426700,446,0,3258000,3680000,2253300,0
2022-08-07,ATM001,metro_retail,1487900,465,0,2849000,3540200,2052300,0
2022-08-07,ATM002,urban_residential,843600,264,0,0,1182800,339200,0
2022-08-07,ATM003,corporate_park,972900,304,0,0,1467200,494400,0
2022-08-07,ATM004,rural_branch,601700,188,0,1270000,1270000,668300,0
2022-08-07,ATM005,transit_hub,1483000,463,0,0,2253300,770200,0
2022-08-08,ATM001,metro_retail,922800,288,0,0,2052300,1129500,0
2022-08-08,ATM002,urban_residential,502500,157,0,1691000,2030200,1527700,0
2022-08-08,ATM003,corporate_park,628900,197,0,1856000,2350400,1721400,0
2022-08-08,ATM004,rural_branch,364600,114,0,0,668300,303700,0
2022-08-08,ATM005,transit_hub,1035200,324,0,2910000,3680200,2645000,0
2022-08-09,ATM001,metro_retail,790000,247,0,2410000,3539500,2749500,0
2022-08-09,ATM002,urban_residential,439500,137,0,0,1527700,1088300,0
2022-08-09,ATM003,corporate_park,482100,151,0,0,1721400,1239300,0
2022-08-09,ATM004,rural_branch,265200,83,0,966000,1269700,1004400,0
2022-08-09,ATM005,transit_hub,822800,257,0,0,2645000,1822200,0
2022-08-10,ATM001,metro_retail,799300,250,0,0,2749500,1950100,0
2022-08-10,ATM002,urban_residential,432500,135,0,0,1088300,655800,0
2022-08-10,ATM003,corporate_park,488000,152,0,0,1239300,751400,0
2022-08-10,ATM004,rural_branch,294500,92,0,0,1004400,709900,0
2022-08-10,ATM005,transit_hub,734400,230,0,0,1822200,1087800,0
2022-08-11,ATM001,metro_retail,895400,280,0,0,1950100,1054700,0
2022-08-11,ATM002,urban_residential,378300,118,0,1374000,2029800,1651600,0
2022-08-11,ATM003,corporate_park,531300,166,0,1599000,2350400,1819100,0
2022-08-11,ATM004,rural_branch,419700,131,0,0,709900,290200,0
2022-08-11,ATM005,transit_hub,807300,252,0,2592000,3679800,2872500,0
2022-08-12,ATM001,metro_retail,1101500,344,0,2485000,3539700,2438200,0
2022-08-12,ATM002,urban_residential,665600,208,0,0,1651600,985900,0
2022-08-12,ATM003,corporate_park,688000,215,0,0,1819100,1131100,0
2022-08-12,ATM004,rural_branch,484000,151,0,980000,1270200,786200,0
2022-08-12,ATM005,transit_hub,1224600,383,0,0,2872500,1647900,0
2022-08-13,ATM001,metro_retail,1601500,500,0,0,2438200,836700,0
2022-08-13,ATM002,urban_residential,879900,275,0,0,985900,106000,0
2022-08-13,ATM003,corporate_park,997800,312,0,0,1131100,133200,0
2022-08-13,ATM004,rural_branch,544300,170,0,0,786200,242000,0
2022-08-13,ATM005,transit_hub,1596900,499,0,0,1647900,51000,0
2022-08-14,ATM001,metro_retail,1415500,442,0,2703000,3539700,2124300,0
2022-08-14,ATM002,urban_residential,659900,206,0,1924000,2030000,1370100,0
2022-08-14,ATM003,corporate_park,812100,254,0,2217000,2350200,1538100,0
2022-08-14,ATM004,rural_branch,581900,182,0,1028000,1270000,688000,0
2022-08-14,ATM005,transit_hub,1529100,478,0,3629000,3680000,2150900,0
2022-08-15,ATM001,metro_retail,1221500,382,1,0,2124300,902800,0
2022-08-15,ATM002,urban_residential,613900,192,1,0,1370100,756200,0
2022-08-15,ATM003,corporate_park,733500,229,1,0,1538100,804700,0
2022-08-15,ATM004,rural_branch,386300,121,1,0,688000,301800,0
2022-08-15,ATM005,transit_hub,1341000,419,1,0,2150900,809900,0
2022-08-16,ATM001,metro_retail,804700,251,0,2637000,3539800,2735100,0
2022-08-16,ATM002,urban_residential,420000,131,0,0,756200,336200,0
2022-08-16,ATM003,corporate_park,438500,137,0,1545000,2349700,1911100,0
2022-08-16,ATM004,rural_branch,288700,90,0,968000,1269800,981100,0
2022-08-16,ATM005,transit_hub,921400,288,0,2870000,3679900,2758400,0
2022-08-17,ATM001,metro_retail,808800,253,0,0,2735100,1926300,0
2022-08-17,ATM002,urban_residential,423400,132,0,1694000,2030200,1606800,0
2022-08-17,ATM003,corporate_park,496000,155,0,0,1911100,1415100,0
2022-08-17,ATM004,rural_branch,300700,94,0,0,981100,680500,0
2022-08-17,ATM005,transit_hub,899700,281,0,0,2758400,1858700,0
2022-08-18,ATM001,metro_retail,875700,274,0,0,1926300,1050600,0
2022-08-18,ATM002,urban_residential,443900,139,0,0,1606800,1162900,0
2022-08-18,ATM003,corporate_park,537100,168,0,0,1415100,878000,0
2022-08-18,ATM004,rural_branch,300300,94,0,0,680500,380100,0
2022-08-18,ATM005,transit_hub,958600,300,0,0,1858700,900100,0
2022-08-19,ATM001,metro_retail,1264100,395,0,2489000,3539600,2275500,0
2022-08-19,ATM002,urban_residential,605200,189,0,0,1162900,557700,0
2022-08-19,ATM003,corporate_park,754800,236,0,0,878000,123200,0
2022-08-19,ATM004,rural_branch,421300,132,0,890000,1270100,848800,0
2022-08-19,ATM005,transit_hub,919800,287,0,2780000,3680100,2760300,0
