date,atm_id,location_type,net_cash_out,num_withdrawals,is_holiday,replenishment,end_of_day_balance,stockout
2022-04-11,ATM005,transit_hub,1006900,315,0,2431000,2282600,0
2022-04-12,ATM001,metro_retail,774800,242,0,2414000,2765400,0
2022-04-12,ATM002,urban_residential,475800,149,0,0,285600,0
2022-04-12,ATM003,corporate_park,666800,208,0,0,460500,0
2022-04-12,ATM004,rural_branch,294000,92,0,0,162300,0
2022-04-12,ATM005,transit_hub,728000,228,0,0,1554600,0
2022-04-13,ATM001,metro_retail,715000,223,0,0,2050300,0
2022-04-13,ATM002,urban_residential,503200,157,0,1834000,1616400,0
2022-04-13,ATM003,corporate_park,540100,169,0,2459000,2379500,0
2022-04-13,ATM004,rural_branch,288500,90,0,1078000,951800,0
2022-04-13,ATM005,transit_hub,769400,240,0,0,785200,0
2022-04-14,ATM001,metro_retail,983500,307,1,0,1066800,0
2022-04-14,ATM002,urban_residential,535500,167,1,0,1080900,0
2022-04-14,ATM003,corporate_park,821100,257,1,0,1558400,0
2022-04-14,ATM004,rural_branch,339700,106,1,0,612100,0
2022-04-14,ATM005,transit_hub,957400,299,1,2505000,2332800,0
2022-04-15,ATM001,metro_retail,1320500,413,0,2473000,2219300,0
2022-04-15,ATM002,urban_residential,660000,206,0,0,420900,0
2022-04-15,ATM003,corporate_park,1060200,331,0,0,498200,0
2022-04-15,ATM004,rural_branch,479500,150,0,0,132700,0
2022-04-15,ATM005,transit_hub,1210900,378,0,0,1121900,0
2022-04-16,ATM001,metro_retail,1425800,446,0,0,793400,0
2022-04-16,ATM002,urban_residential,855800,267,0,1699000,1264200,0
2022-04-16,ATM003,corporate_park,1151500,360,0,2422000,1768700,0
2022-04-16,ATM004,rural_branch,480900,150,0,1107000,758800,0
2022-04-16,ATM005,transit_hub,1306800,408,0,2168000,1983100,0
2022-04-17,ATM001,metro_retail,1297400,405,0,2747000,2243000,0
2022-04-17,ATM002,urban_residential,769200,240,0,0,494900,0
2022-04-17,ATM003,corporate_park,862400,270,0,0,906300,0
2022-04-17,ATM004,rural_branch,444300,139,0,0,314500,0
2022-04-17,ATM005,transit_hub,1255500,392,0,0,727600,0
2022-04-18,ATM001,metro_retail,1043400,326,0,0,1199600,0
2022-04-18,ATM002,urban_residential,576800,180,0,1625000,1543100,0
2022-04-18,ATM003,corporate_park,826400,258,0,2014000,2093900,0
2022-04-18,ATM004,rural_branch,356700,111,0,925000,882800,0
2022-04-18,ATM005,transit_hub,842300,263,0,2562000,2447300,0
2022-04-19,ATM001,metro_retail,851300,266,0,2340000,2688300,0
2022-04-19,ATM002,urban_residential,509700,159,0,0,1033400,0
2022-04-19,ATM003,corporate_park,631300,197,0,0,1462600,0
2022-04-19,ATM004,rural_branch,286300,89,0,0,596500,0
2022-04-19,ATM005,transit_hub,668300,209,0,0,1779000,0
2022-04-20,ATM001,metro_retail,835100,261,0,0,1853200,0
2022-04-20,ATM002,urban_residential,442800,138,0,0,590700,0
2022-04-20,ATM003,corporate_park,555000,173,0,0,907600,0
2022-04-20,ATM004,rural_branch,310100,97,0,0,286400,0
2022-04-20,ATM005,transit_hub,654600,205,0,0,1124400,0
2022-04-21,ATM001,metro_retail,794700,248,0,0,1058500,0
2022-04-21,ATM002,urban_residential,432900,135,0,1529000,1686700,0
2022-04-21,ATM003,corporate_park,671700,210,0,2012000,2247900,0
2022-04-21,ATM004,rural_branch,277600,87,0,954000,962800,0
2022-04-21,ATM005,transit_hub,714600,223,0,2166000,2575800,0
2022-04-22,ATM001,metro_retail,1127900,352,0,2482000,2412600,0
2022-04-22,ATM002,urban_residential,698400,218,0,0,988300,0
2022-04-22,ATM003,corporate_park,858500,268,0,0,1389400,0
2022-04-22,ATM004,rural_branch,390000,122,0,0,572800,0
2022-04-22,ATM005,transit_hub,1177300,368,0,0,1398500,0
2022-04-23,ATM001,metro_retail,1356300,424,0,0,1056400,0
2022-04-23,ATM002,urban_residential,805800,252,0,0,182600,0
2022-04-23,ATM003,corporate_park,1121400,350,0,0,268000,0
2022-04-23,ATM004,rural_branch,572800,179,0,0,0,1
2022-04-23,ATM005,transit_hub,1246500,390,0,0,152000,0
2022-04-24,ATM001,metro_retail,1328400,415,0,2484000,2212000,0
2022-04-24,ATM002,urban_residential,856700,268,0,1937000,1262800,0
2022-04-24,ATM003,corporate_park,1017800,318,0,2652000,1902200,0
2022-04-24,ATM004,rural_branch,482100,151,0,1240000,757900,0
2022-04-24,ATM005,transit_hub,1098900,343,0,3138000,2191100,0
2022-04-25,ATM001,metro_retail,969100,303,0,0,1242900,0
2022-04-25,ATM002,urban_residential,603000,188,0,0,659900,0
2022-04-25,ATM003,corporate_park,688300,215,0,0,1213900,0
2022-04-25,ATM004,rural_branch,321000,100,0,0,437000,0
2022-04-25,ATM005,transit_hub,922000,288,0,0,1269100,0
2022-04-26,ATM001,metro_retail,848600,265,0,0,394200,0
2022-04-26,ATM002,urban_residential,418900,131,0,1460000,1701000,0
2022-04-26,ATM003,corporate_park,690900,216,0,0,522900,0
2022-04-26,ATM004,rural_branch,279500,87,0,0,157400,0
2022-04-26,ATM005,transit_hub,736400,230,0,0,532700,0
2022-04-27,ATM001,metro_retail,784800,245,0,3146000,2755500,0
2022-04-27,ATM002,urban_residential,486300,152,0,0,1214700,0
2022-04-27,ATM003,corporate_park,669400,209,0,2397000,2250500,0
2022-04-27,ATM004,rural_branch,248700,78,0,1083000,991800,0
2022-04-27,ATM005,transit_hub,696100,218,0,2757000,2593600,0
2022-04-28,ATM001,metro_retail,1084700,339,0,0,1670800,0
2022-04-28,ATM002,urban_residential,735300,230,0,0,479400,0
2022-04-28,ATM003,corporate_park,826400,258,0,0,1424100,0
2022-04-28,ATM004,rural_branch,347000,108,0,0,644800,0
2022-04-28,ATM005,transit_hub,1081500,338,0,0,1512100,0
2022-04-29,ATM001,metro_retail,1358300,424,0,0,312500,0
2022-04-29,ATM002,urban_residential,764400,239,0,1641000,1356000,0
2022-04-29,ATM003,corporate_park,1126400,352,0,0,297700,0
2022-04-29,ATM004,rural_branch,480400,150,0,0,164400,0
2022-04-29,ATM005,transit_hub,1382800,432,0,0,129300,0
2022-04-30,ATM001,metro_retail,2095500,655,0,3227000,1444100,0
2022-04-30,ATM002,urban_residential,1210300,378,0,0,145700,0
2022-04-30,ATM003,corporate_park,1700900,532,0,2622000,1218800,0
2022-04-30,ATM004,rural_branch,655000,205,0,1076000,585400,0
2022-04-30,ATM005,transit_hub,1615100,505,0,3161000,1675200,0
2022-05-01,ATM001,metro_retail,1444100,451,0,0,0,1
2022-05-01,ATM002,urban_residential,1141900,357,0,1974000,977800,0
2022-05-01,ATM003,corporate_park,1218800,381,0,0,0,1
2022-05-01,ATM004,rural_branch,585400,183,0,0,0,1
2022-05-01,ATM005,transit_hub,1675200,524,0,0,0,1
2022-05-02,ATM001,metro_retail,1387400,434,0,3540000,2152600,0
2022-05-02,ATM002,urban_residential,809400,253,0,0,168400,0
2022-05-02,ATM003,corporate_park,1110000,347,0,2920000,1810000,0
2022-05-02,ATM004,rural_branch,552300,173,0,1240000,687700,0
2022-05-02,ATM005,transit_hub,1151600,360,0,3290000,2138400,0
2022-05-03,ATM001,metro_retail,931600,291,0,0,1221000,0
2022-05-03,ATM002,urban_residential,592200,185,0,1952000,1528200,0
2022-05-03,ATM003,corporate_park,677100,212,0,0,1132900,0
2022-05-03,ATM004,rural_branch,414500,130,0,0,273200,0
2022-05-03,ATM005,transit_hub,880800,275,0,0,1257600,0
2022-05-04,ATM001,metro_retail,758200,237,0,2319000,2781800,0
2022-05-04,ATM002,urban_residential,467100,146,0,0,1061100,0
2022-05-04,ATM003,corporate_park,622700,195,0,0,510200,0
2022-05-04,ATM004,rural_branch,314200,98,0,967000,925900,0
2022-05-04,ATM005,transit_hub,699200,219,0,0,558300,0
2022-05-05,ATM001,metro_retail,812300,254,0,0,1969500,0
2022-05-05,ATM002,urban_residential,456900,143,0,0,604200,0
2022-05-05,ATM003,corporate_park,673200,210,0,2410000,2247000,0
2022-05-05,ATM004,rural_branch,295500,92,0,0,630400,0
2022-05-05,ATM005,transit_hub,742100,232,0,2732000,2548200,0
2022-05-06,ATM001,metro_retail,1191300,372,0,0,778200,0
2022-05-06,ATM002,urban_residential,747400,234,0,1516000,1372800,0
2022-05-06,ATM003,corporate_park,925300,289,0,0,1321700,0
2022-05-06,ATM004,rural_branch,440400,138,0,0,190000,0
2022-05-06,ATM005,transit_hub,1045700,327,0,0,1502500,0
2022-05-07,ATM001,metro_retail,1781100,557,0,2762000,1759100,0
2022-05-07,ATM002,urban_residential,875500,274,0,0,497300,0
2022-05-07,ATM003,corporate_park,1209300,378,0,0,112400,0
2022-05-07,ATM004,rural_branch,607400,190,0,1050000,632600,0
2022-05-07,ATM005,transit_hub,1502500,470,0,0,0,1
2022-05-08,ATM001,metro_retail,1397100,437,0,0,362000,0
2022-05-08,ATM002,urban_residential,874000,273,0,1623000,1246300,0
2022-05-08,ATM003,corporate_park,1154200,361,0,2808000,1766200,0
2022-05-08,ATM004,rural_branch,427900,134,0,0,204800,0
2022-05-08,ATM005,transit_hub,1142300,357,0,3290000,2147700,0
2022-05-09,ATM001,metro_retail,1040500,325,0,3178000,2499500,0
2022-05-09,ATM002,urban_residential,659600,206,0,0,586700,0
2022-05-09,ATM003,corporate_park,721800,226,0,0,1044400,0
2022-05-09,ATM004,rural_branch,329700,103,0,1035000,910000,0
2022-05-09,ATM005,transit_hub,1076300,336,0,0,1071400,0
2022-05-10,ATM001,metro_retail,783900,245,0,0,1715600,0
2022-05-10,ATM002,urban_residential,426100,133,0,1533000,1693600,0
2022-05-10,ATM003,corporate_park,732400,229,0,0,311900,0
2022-05-10,ATM004,rural_branch,316600,99,0,0,593400,0
2022-05-10,ATM005,transit_hub,672900,210,0,2219000,2617500,0
2022-05-11,ATM001,metro_retail,743200,232,0,0,972400,0
2022-05-11,ATM002,urban_residential,451500,141,0,0,1242100,0
2022-05-11,ATM003,corporate_park,627200,196,0,2608000,2292800,0
2022-05-11,ATM004,rural_branch,250000,78,0,0,343500,0
2022-05-11,ATM005,transit_hub,726700,227,0,0,1890800,0
2022-05-12,ATM001,metro_retail,863600,270,0,2568000,2676800,0
2022-05-12,ATM002,urban_residential,530200,166,0,0,711900,0
2022-05-12,ATM003,corporate_park,643800,201,0,0,1648900,0
2022-05-12,ATM004,rural_branch,306100,96,0,897000,934300,0
2022-05-12,ATM005,transit_hub,741600,232,0,0,1149100,0
2022-05-13,ATM001,metro_retail,1248800,390,0,0,1428000,0
2022-05-13,ATM002,urban_residential,654900,205,0,1408000,1465000,0
2022-05-13,ATM003,corporate_park,943200,295,0,0,705800,0
2022-05-13,ATM004,rural_branch,452300,141,0,0,482100,0
2022-05-13,ATM005,transit_hub,1050200,328,0,2141000,2240000,0
2022-05-14,ATM001,metro_retail,1428000,446,0,0,0,1
2022-05-14,ATM002,urban_residential,865600,271,0,0,599400,0
2022-05-14,ATM003,corporate_park,1147300,359,0,2214000,1772400,0
2022-05-14,ATM004,rural_branch,482100,151,0,0,0,1
2022-05-14,ATM005,transit_hub,1321100,413,0,0,918900,0
2022-05-15,ATM001,metro_retail,1549300,484,0,3540000,1990700,0
2022-05-15,ATM002,urban_residential,815600,255,0,1521000,1304800,0
2022-05-15,ATM003,corporate_park,1007700,315,0,0,764700,0
2022-05-15,ATM004,rural_branch,544300,170,0,1240000,695700,0
2022-05-15,ATM005,transit_hub,1316700,411,0,2371000,1973300,0
2022-05-16,ATM001,metro_retail,1094600,342,0,0,896000,0
2022-05-16,ATM002,urban_residential,643800,201,0,0,661000,0
2022-05-16,ATM003,corporate_park,872500,273,0,2155000,2047200,0
2022-05-16,ATM004,rural_branch,329000,103,0,0,366600,0
2022-05-16,ATM005,transit_hub,975800,305,0,0,997400,0
2022-05-17,ATM001,metro_retail,814100,254,0,2644000,2725900,0
2022-05-17,ATM002,urban_residential,444100,139,0,1459000,1675900,0
2022-05-17,ATM003,corporate_park,653700,204,0,0,1393600,0
2022-05-17,ATM004,rural_branch,305900,96,0,873000,933700,0
2022-05-17,ATM005,transit_hub,676600,211,0,2293000,2613800,0
2022-05-18,ATM001,metro_retail,776300,243,0,0,1949600,0
2022-05-18,ATM002,urban_residential,451800,141,0,0,1224100,0
2022-05-18,ATM003,corporate_park,569200,178,0,0,824400,0
2022-05-18,ATM004,rural_branch,278900,87,0,0,654800,0
2022-05-18,ATM005,transit_hub,708200,221,0,0,1905600,0
2022-05-19,ATM001,metro_retail,831100,260,0,0,1118500,0
2022-05-19,ATM002,urban_residential,499000,156,0,0,725100,0
2022-05-19,ATM003,corporate_park,702100,219,0,2096000,2218300,0
2022-05-19,ATM004,rural_branch,272600,85,0,0,382200,0
2022-05-19,ATM005,transit_hub,729000,228,0,0,1176600,0
2022-05-20,ATM001,metro_retail,1156400,361,0,2421000,2383100,0
2022-05-20,ATM002,urban_residential,668600,209,0,1395000,1451500,0
2022-05-20,ATM003,corporate_park,844500,264,0,0,1373800,0
2022-05-20,ATM004,rural_branch,347900,109,0,858000,892300,0
2022-05-20,ATM005,transit_hub,1106600,346,0,0,70000,0
2022-05-21,ATM001,metro_retail,1486400,465,0,0,896700,0
2022-05-21,ATM002,urban_residential,824800,258,0,0,626800,0
2022-05-21,ATM003,corporate_park,1139400,356,0,0,234400,0
2022-05-21,ATM004,rural_branch,573700,179,0,0,318700,0
2022-05-21,ATM005,transit_hub,1148000,359,0,3220000,2141900,0
2022-05-22,ATM001,metro_retail,1303500,407,0,2643000,2236200,0
2022-05-22,ATM002,urban_residential,694900,217,0,1493000,1424900,0
2022-05-22,ATM003,corporate_park,1026600,321,0,2686000,1893800,0
2022-05-22,ATM004,rural_branch,409000,128,0,921000,830700,0
2022-05-22,ATM005,transit_hub,1186800,371,0,0,955100,0
2022-05-23,ATM001,metro_retail,1037900,324,0,0,1198300,0
2022-05-23,ATM002,urban_residential,533900,167,0,0,890900,0
2022-05-23,ATM003,corporate_park,833800,261,0,0,1059900,0
2022-05-23,ATM004,rural_branch,313300,98,0,0,517300,0
2022-05-23,ATM005,transit_hub,899200,281,0,2335000,2391000,0
2022-05-24,ATM001,metro_retail,783200,245,0,2342000,2757200,0
2022-05-24,ATM002,urban_residential,427000,133,0,0,463900,0
2022-05-24,ATM003,corporate_park,549000,172,0,0,510900,0
2022-05-24,ATM004,rural_branch,345800,108,0,0,171600,0
2022-05-24,ATM005,transit_hub,678600,212,0,0,1712300,0
2022-05-25,ATM001,metro_retail,810200,253,0,0,1946900,0
2022-05-25,ATM002,urban_residential,401200,125,0,1656000,1718700,0
2022-05-25,ATM003,corporate_park,571200,179,0,2409000,2348700,0
2022-05-25,ATM004,rural_branch,251200,79,0,1068000,988400,0
2022-05-25,ATM005,transit_hub,746800,233,0,0,965500,0
2022-05-26,ATM001,metro_retail,798300,249,0,0,1148600,0
2022-05-26,ATM002,urban_residential,457000,143,0,0,1261700,0
2022-05-26,ATM003,corporate_park,656900,205,0,0,1691800,0
2022-05-26,ATM004,rural_branch,288700,90,0,0,699700,0
2022-05-26,ATM005,transit_hub,794300,248,0,2324000,2495200,0
2022-05-27,ATM001,metro_retail,1292900,404,0,2391000,2246700,0
2022-05-27,ATM002,urban_residential,693400,217,0,0,568300,0
2022-05-27,ATM003,corporate_park,1016700,318,0,0,675100,0
2022-05-27,ATM004,rural_branch,428200,134,0,0,271500,0
2022-05-27,ATM005,transit_hub,1179300,369,0,0,1315900,0
2022-05-28,ATM001,metro_retail,1419600,444,0,0,827100,0
2022-05-28,ATM002,urban_residential,880400,275,0,1552000,1239900,0
2022-05-28,ATM003,corporate_park,1403300,439,0,2245000,1516800,0
2022-05-28,ATM004,rural_branch,553100,173,0,969000,687300,0
2022-05-28,ATM005,transit_hub,1315900,411,0,0,0,1
2022-05-29,ATM001,metro_retail,1852400,579,0,2713000,1687700,0
2022-05-29,ATM002,urban_residential,937400,293,0,0,302500,0
2022-05-29,ATM003,corporate_park,1404300,439,0,0,112500,0
2022-05-29,ATM004,rural_branch,561800,176,0,0,125500,0
2022-05-29,ATM005,transit_hub,1487000,465,0,3290000,1803000,0
2022-05-30,ATM001,metro_retail,1375600,430,0,0,312100,0
2022-05-30,ATM002,urban_residential,719500,225,0,1818000,1401000,0
2022-05-30,ATM003,corporate_park,1043700,326,0,2808000,1876800,0
2022-05-30,ATM004,rural_branch,450900,141,0,1114000,788700,0
2022-05-30,ATM005,transit_hub,1149800,359,0,0,653300,0
2022-05-31,ATM001,metro_retail,1009500,315,0,3228000,2530500,0
2022-05-31,ATM002,urban_residential,562900,176,0,0,838000,0
2022-05-31,ATM003,corporate_park,899200,281,0,0,977600,0
2022-05-31,ATM004,rural_branch,409700,128,0,0,378900,0
2022-05-31,ATM005,transit_hub,968300,303,0,2637000,2321900,0
2022-06-01,ATM001,metro_retail,1155300,361,0,0,1375200,0
2022-06-01,ATM002,urban_residential,596000,186,0,0,242100,0
2022-06-01,ATM003,corporate_park,851000,266,0,1942000,2068600,0
2022-06-01,ATM004,rural_branch,400200,125,0,861000,839800,0
2022-06-01,ATM005,transit_hub,973300,304,0,0,1348600,0
2022-06-02,ATM001,metro_retail,1138000,356,0,0,237300,0
2022-06-02,ATM002,urban_residential,595900,186,0,1878000,1524200,0
2022-06-02,ATM003,corporate_park,905200,283,0,0,1163400,0
2022-06-02,ATM004,rural_branch,406200,127,0,0,433600,0
2022-06-02,ATM005,transit_hub,871000,272,0,0,477700,0
2022-06-03,ATM001,metro_retail,1151100,360,0,3303000,2389200,0
2022-06-03,ATM002,urban_residential,893000,279,0,0,631100,0
2022-06-03,ATM003,corporate_park,1163400,364,0,0,0,1
2022-06-03,ATM004,rural_branch,428800,134,0,0,4800,0
2022-06-03,ATM005,transit_hub,1390200,434,0,2812000,1899500,0
2022-06-04,ATM001,metro_retail,1434800,448,0,0,954400,0
2022-06-04,ATM002,urban_residential,795700,249,0,1489000,1324500,0
2022-06-04,ATM003,corporate_park,1096700,343,0,2920000,1823300,0
2022-06-04,ATM004,rural_branch,519500,162,0,1235000,720300,0
2022-06-04,ATM005,transit_hub,1226000,383,0,0,673600,0
2022-06-05,ATM001,metro_retail,1265400,395,0,2586000,2275000,0
2022-06-05,ATM002,urban_residential,765700,239,0,0,558800,0
2022-06-05,ATM003,corporate_park,852400,266,0,0,970900,0
2022-06-05,ATM004,rural_branch,522200,163,0,0,198000,0
2022-06-05,ATM005,transit_hub,1240800,388,0,2616000,2048700,0
2022-06-06,ATM001,metro_retail,1111500,347,0,0,1163400,0
2022-06-06,ATM002,urban_residential,569700,178,0,1561000,1550100,0
2022-06-06,ATM003,corporate_park,750100,234,0,1949000,2169800,0
2022-06-06,ATM004,rural_branch,346700,108,0,1042000,893400,0
2022-06-06,ATM005,transit_hub,964800,301,0,0,1083900,0
2022-06-07,ATM001,metro_retail,905400,283,0,2377000,2635000,0
2022-06-07,ATM002,urban_residential,605800,189,0,0,944400,0
2022-06-07,ATM003,corporate_park,683900,214,0,0,1485900,0
2022-06-07,ATM004,rural_branch,291300,91,0,0,602000,0
2022-06-07,ATM005,transit_hub,750200,234,0,2206000,2539700,0
2022-06-08,ATM001,metro_retail,725000,227,0,0,1910100,0
2022-06-08,ATM002,urban_residential,399800,125,0,0,544600,0
2022-06-08,ATM003,corporate_park,555400,174,0,0,930400,0
2022-06-08,ATM004,rural_branch,295100,92,0,0,306900,0
2022-06-08,ATM005,transit_hub,732500,229,0,0,1807300,0
2022-06-09,ATM001,metro_retail,842500,263,0,0,1067600,0
2022-06-09,ATM002,urban_residential,488300,153,0,1575000,1631300,0
2022-06-09,ATM003,corporate_park,622300,194,0,1990000,2298100,0
2022-06-09,ATM004,rural_branch,320700,100,0,933000,919200,0
2022-06-09,ATM005,transit_hub,703100,220,0,0,1104200,0
2022-06-10,ATM001,metro_retail,1023300,320,0,2472000,2516300,0
2022-06-10,ATM002,urban_residential,664500,208,0,0,966800,0
2022-06-10,ATM003,corporate_park,995400,311,0,0,1302700,0
2022-06-10,ATM004,rural_branch,441100,138,0,0,478200,0
2022-06-10,ATM005,transit_hub,1060700,331,0,2186000,2229500,0
2022-06-11,ATM001,metro_retail,1536700,480,0,0,979600,0
2022-06-11,ATM002,urban_residential,832500,260,0,0,134300,0
2022-06-11,ATM003,corporate_park,1166500,365,0,0,136200,0
2022-06-11,ATM004,rural_branch,478200,149,0,0,0,1
2022-06-11,ATM005,transit_hub,1420800,444,0,0,808700,0
2022-06-12,ATM001,metro_retail,1349100,422,0,2560000,2190500,0
2022-06-12,ATM002,urban_residential,782500,245,0,1986000,1337800,0
2022-06-12,ATM003,corporate_park,959700,300,0,2784000,1960400,0
2022-06-12,ATM004,rural_branch,517500,162,0,1240000,722500,0
2022-06-12,ATM005,transit_hub,1100900,344,0,2481000,2188800,0
2022-06-13,ATM001,metro_retail,1056200,330,0,0,1134300,0
2022-06-13,ATM002,urban_residential,601900,188,0,0,735900,0
2022-06-13,ATM003,corporate_park,864800,270,0,0,1095600,0
2022-06-13,ATM004,rural_branch,439600,137,0,0,282900,0
2022-06-13,ATM005,transit_hub,1011800,316,0,0,1177000,0
2022-06-14,ATM001,metro_retail,831300,260,0,2406000,2709000,0
2022-06-14,ATM002,urban_residential,431500,135,0,1384000,1688400,0
2022-06-14,ATM003,corporate_park,651600,204,0,0,444000,0
2022-06-14,ATM004,rural_branch,328000,102,0,957000,911900,0
2022-06-14,ATM005,transit_hub,716200,224,0,0,460700,0
2022-06-15,ATM001,metro_retail,837800,262,0,0,1871200,0
2022-06-15,ATM002,urban_residential,514200,161,0,0,1174200,0
2022-06-15,ATM003,corporate_park,553000,173,0,2476000,2367000,0
2022-06-15,ATM004,rural_branch,267900,84,0,0,644000,0
2022-06-15,ATM005,transit_hub,712600,223,0,2829000,2577100,0
2022-06-16,ATM001,metro_retail,785400,245,0,0,1085800,0
2022-06-16,ATM002,urban_residential,495500,155,0,0,678700,0
2022-06-16,ATM003,corporate_park,646900,202,0,0,1720100,0
2022-06-16,ATM004,rural_branch,405600,127,0,0,238500,0
2022-06-16,ATM005,transit_hub,835300,261,0,0,1741800,0
2022-06-17,ATM001,metro_retail,1208900,378,0,2454000,2330900,0
2022-06-17,ATM002,urban_residential,746100,233,0,1441000,1373500,0
2022-06-17,ATM003,corporate_park,981900,307,0,0,738200,0
2022-06-17,ATM004,rural_branch,374200,117,0,1002000,866200,0
2022-06-17,ATM005,transit_hub,1173200,367,0,0,568700,0
2022-06-18,ATM001,metro_retail,1679300,525,0,0,651700,0
2022-06-18,ATM002,urban_residential,842700,263,0,0,530800,0
2022-06-18,ATM003,corporate_park,1369800,428,0,2182000,1550400,0
2022-06-18,ATM004,rural_branch,488400,153,0,0,377900,0
2022-06-18,ATM005,transit_hub,1314800,411,0,2721000,1974900,0
2022-06-19,ATM001,metro_retail,1340600,419,0,2888000,2199100,0
2022-06-19,ATM002,urban_residential,849100,265,0,1589000,1270700,0
2022-06-19,ATM003,corporate_park,1286200,402,0,0,264200,0
2022-06-19,ATM004,rural_branch,495800,155,0,862000,744100,0
2022-06-19,ATM005,transit_hub,1179700,369,0,0,795200,0
2022-06-20,ATM001,metro_retail,1002000,313,0,0,1197100,0
2022-06-20,ATM002,urban_residential,587800,184,0,0,682900,0
2022-06-20,ATM003,corporate_park,780800,244,0,2656000,2139400,0
2022-06-20,ATM004,rural_branch,370600,116,0,0,373400,0
2022-06-20,ATM005,transit_hub,905000,283,0,2495000,2385200,0
2022-06-21,ATM001,metro_retail,750700,235,0,2343000,2789400,0
2022-06-21,ATM002,urban_residential,405300,127,0,1437000,1714600,0
2022-06-21,ATM003,corporate_park,685800,214,0,0,1453600,0
2022-06-21,ATM004,rural_branch,303000,95,0,867000,937400,0
2022-06-21,ATM005,transit_hub,760100,238,0,0,1625100,0
2022-06-22,ATM001,metro_retail,744100,233,0,0,2045300,0
2022-06-22,ATM002,urban_residential,471100,147,0,0,1243500,0
2022-06-22,ATM003,corporate_park,637000,199,0,0,816600,0
2022-06-22,ATM004,rural_branch,325200,102,0,0,612300,0
2022-06-22,ATM005,transit_hub,690800,216,0,0,934300,0
2022-06-23,ATM001,metro_retail,914700,286,0,0,1130600,0
2022-06-23,ATM002,urban_residential,479900,150,0,0,763600,0
2022-06-23,ATM003,corporate_park,626600,196,0,2103000,2293000,0
2022-06-23,ATM004,rural_branch,332700,104,0,0,279600,0
2022-06-23,ATM005,transit_hub,746800,233,0,2356000,2543400,0
2022-06-24,ATM001,metro_retail,1278400,399,0,2409000,2261200,0
2022-06-24,ATM002,urban_residential,640600,200,0,0,123000,0
2022-06-24,ATM003,corporate_park,1086100,339,0,0,1206900,0
2022-06-24,ATM004,rural_branch,391400,122,0,960000,848200,0
2022-06-24,ATM005,transit_hub,991700,310,0,0,1551700,0
2022-06-25,ATM001,metro_retail,1578700,493,0,0,682600,0
2022-06-25,ATM002,urban_residential,939700,294,0,1997000,1180400,0
2022-06-25,ATM003,corporate_park,1122000,351,0,0,84900,0
2022-06-25,ATM004,rural_branch,557000,174,0,0,291200,0
2022-06-25,ATM005,transit_hub,1321600,413,0,0,230100,0
2022-06-26,ATM001,metro_retail,1328800,415,0,2857000,2210700,0
2022-06-26,ATM002,urban_residential,741900,232,0,0,438500,0
2022-06-26,ATM003,corporate_park,1140400,356,0,2835000,1779500,0
2022-06-26,ATM004,rural_branch,533000,167,0,949000,707200,0
2022-06-26,ATM005,transit_hub,1374800,430,0,3060000,1915300,0
2022-06-27,ATM001,metro_retail,1095000,342,0,0,1115800,0
2022-06-27,ATM002,urban_residential,640500,200,0,1682000,1480000,0
2022-06-27,ATM003,corporate_park,851500,266,0,0,928000,0
2022-06-27,ATM004,rural_branch,416400,130,0,0,290800,0
2022-06-27,ATM005,transit_hub,846900,265,0,0,1068500,0
2022-06-28,ATM001,metro_retail,1065200,333,0,2424000,2474600,0
2022-06-28,ATM002,urban_residential,602100,188,0,0,877900,0
2022-06-28,ATM003,corporate_park,816600,255,0,1992000,2103400,0
2022-06-28,ATM004,rural_branch,425900,133,0,949000,814000,0
2022-06-28,ATM005,transit_hub,992200,310,0,2222000,2298300,0
2022-06-29,ATM001,metro_retail,964300,301,0,0,1510200,0
2022-06-29,ATM002,urban_residential,622800,195,0,0,255100,0
2022-06-29,ATM003,corporate_park,740200,231,0,0,1363200,0
2022-06-29,ATM004,rural_branch,403000,126,0,0,411000,0
2022-06-29,ATM005,transit_hub,962600,301,0,0,1335700,0
2022-06-30,ATM001,metro_retail,956400,299,0,0,553800,0
2022-06-30,ATM002,urban_residential,658500,206,0,1865000,1461600,0
2022-06-30,ATM003,corporate_park,819200,256,0,0,544000,0
2022-06-30,ATM004,rural_branch,423600,132,0,829000,816300,0
2022-06-30,ATM005,transit_hub,1020000,319,0,0,315700,0
2022-07-01,ATM001,metro_retail,1599400,500,0,2986000,1940400,0
2022-07-01,ATM002,urban_residential,1022200,319,0,0,439300,0
2022-07-01,ATM003,corporate_park,1236700,386,0,2376000,1683300,0
2022-07-01,ATM004,rural_branch,590500,185,0,0,225800,0
2022-07-01,ATM005,transit_hub,1612800,504,0,2974000,1676800,0
2022-07-02,ATM001,metro_retail,1940400,606,0,0,0,1
2022-07-02,ATM002,urban_residential,1106500,346,0,1681000,1013800,0
2022-07-02,ATM003,corporate_park,1490400,466,0,0,192900,0
2022-07-02,ATM004,rural_branch,655400,205,0,1014000,584400,0
2022-07-02,ATM005,transit_hub,1676800,524,0,0,0,1
2022-07-03,ATM001,metro_retail,1816200,568,0,3540000,1723800,0
2022-07-03,ATM002,urban_residential,1013800,317,0,0,0,1
2022-07-03,ATM003,corporate_park,1180600,369,0,2727000,1739300,0
2022-07-03,ATM004,rural_branch,584400,183,0,0,0,1
